Variable,Measure,Country,Value
"Positron Emission Tomography (PET) scanners, in hospitals",Per million population,Italy,2.8
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Per million population,Italy,0.75
"Gamma cameras, total",Per million population,Italy,7.85
"Gamma cameras, in hospitals",Per million population,Italy,5.99
"Gamma cameras, in ambulatory sector",Per million population,Italy,1.86
"Mammographs, total",Per million population,Italy,34.52
"Mammographs, in hospitals",Per million population,Italy,18.95
"Mammographs, in ambulatory sector",Per million population,Italy,15.57
"Radiation therapy equipment, total",Per million population,Italy,7.45
"Radiation therapy equipment, in hospitals",Per million population,Italy,6.83
"Radiation therapy equipment, in ambulatory sector",Per million population,Italy,0.62
Publicly owned hospitals,Per million population,Italy,7.23
Not-for-profit privately owned hospitals,Per million population,Italy,0.57
For-profit privately owned hospitals,Per million population,Italy,9.88
Hospitals,Per million population,Japan,65.79
General hospitals,Per million population,Japan,57.43
Publicly owned hospitals,Per million population,Japan,12.08
Hospitals,Per million population,Netherlands,32.75
General hospitals,Per million population,Netherlands,4.32
"Computed Tomography scanners, total",Per million population,Netherlands,14.87
"Computed Tomography scanners, in hospitals",Per million population,Netherlands,14.07
"Computed Tomography scanners, in ambulatory sector",Per million population,Netherlands,0.81
"Magnetic Resonance Imaging units, total",Per million population,Netherlands,13.84
"Magnetic Resonance Imaging units, in hospitals",Per million population,Netherlands,12.51
"Magnetic Resonance Imaging units, in ambulatory sector",Per million population,Netherlands,1.33
"Positron Emission Tomography (PET) scanners, total",Per million population,Netherlands,4.5
"Positron Emission Tomography (PET) scanners, in hospitals",Per million population,Netherlands,4.38
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Per million population,Netherlands,0.12
"Gamma cameras, total",Per million population,Netherlands,7.44
"Gamma cameras, in hospitals",Per million population,Netherlands,7.44
"Gamma cameras, in ambulatory sector",Per million population,Netherlands,0.0
Publicly owned hospitals,Per million population,Netherlands,0.0
Not-for-profit privately owned hospitals,Per million population,Netherlands,7.67
For-profit privately owned hospitals,Per million population,Netherlands,25.08
Hospitals,Per million population,New Zealand,32.13
General hospitals,Per million population,New Zealand,10.24
"Computed Tomography scanners, total",Per million population,New Zealand,15.26
"Magnetic Resonance Imaging units, total",Per million population,New Zealand,15.26
"Positron Emission Tomography (PET) scanners, total",Per million population,New Zealand,1.0
"Gamma cameras, total",Per million population,New Zealand,3.62
"Mammographs, total",Per million population,New Zealand,19.48
"Radiation therapy equipment, total",Per million population,New Zealand,8.64
Publicly owned hospitals,Per million population,New Zealand,16.67
Not-for-profit privately owned hospitals,Per million population,New Zealand,5.22
For-profit privately owned hospitals,Per million population,New Zealand,10.24
"Computed Tomography scanners, total",Per million population,Norway,26.37
"Magnetic Resonance Imaging units, total",Per million population,Norway,17.39
"Positron Emission Tomography (PET) scanners, total",Per million population,Norway,1.12
"Gamma cameras, total",Per million population,Norway,3.55
"Mammographs, total",Per million population,Norway,12.34
"Radiation therapy equipment, total",Per million population,Norway,11.78
"Computed Tomography scanners, in hospitals",Per million population,Sweden,26.17
"Magnetic Resonance Imaging units, in hospitals",Per million population,Sweden,16.64
"Positron Emission Tomography (PET) scanners, in hospitals",Per million population,Sweden,2.24
"Gamma cameras, in hospitals",Per million population,Sweden,7.1
"Mammographs, in hospitals",Per million population,Sweden,18.68
"Radiation therapy equipment, in hospitals",Per million population,Sweden,6.52
Hospitals,Per million population,Switzerland,32.77
General hospitals,Per million population,Switzerland,12.24
"Computed Tomography scanners, total",Per million population,Switzerland,38.72
"Computed Tomography scanners, in hospitals",Per million population,Switzerland,25.54
"Computed Tomography scanners, in ambulatory sector",Per million population,Switzerland,13.18
"Magnetic Resonance Imaging units, in hospitals",Per million population,Switzerland,25.07
"Positron Emission Tomography (PET) scanners, total",Per million population,Switzerland,3.85
"Positron Emission Tomography (PET) scanners, in hospitals",Per million population,Switzerland,3.85
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Per million population,Switzerland,0.0
"Gamma cameras, in hospitals",Per million population,Switzerland,7.11
"Mammographs, total",Per million population,Switzerland,29.27
"Radiation therapy equipment, total",Per million population,Switzerland,19.12
"Radiation therapy equipment, in hospitals",Per million population,Switzerland,7.23
"Radiation therapy equipment, in ambulatory sector",Per million population,Switzerland,11.89
Hospitals,Per million population,United Kingdom,29.61
General hospitals,Per million population,United Kingdom,11.44
"Computed Tomography scanners, in hospitals",Per million population,United Kingdom,8.76
"Magnetic Resonance Imaging units, in hospitals",Per million population,United Kingdom,7.35
"Positron Emission Tomography (PET) scanners, in hospitals",Per million population,United Kingdom,0.36
"Gamma cameras, in hospitals",Per million population,United Kingdom,4.87
"Mammographs, in hospitals",Per million population,United Kingdom,8.16
Publicly owned hospitals,Per million population,United Kingdom,29.61
"Computed Tomography scanners, total",Per million population,United States,44.94
"Computed Tomography scanners, in hospitals",Per million population,United States,28.39
"Computed Tomography scanners, in ambulatory sector",Per million population,United States,16.54
"Magnetic Resonance Imaging units, total",Per million population,United States,40.44
"Magnetic Resonance Imaging units, in hospitals",Per million population,United States,18.08
"Magnetic Resonance Imaging units, in ambulatory sector",Per million population,United States,22.36
"Positron Emission Tomography (PET) scanners, total",Per million population,United States,5.45
"Positron Emission Tomography (PET) scanners, in hospitals",Per million population,United States,2.07
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Per million population,United States,3.38
"Gamma cameras, total",Per million population,United States,48.78
"Mammographs, total",Per million population,United States,63.83
"Radiation therapy equipment, total",Per million population,United States,11.73
"Radiation therapy equipment, in hospitals",Per million population,United States,8.23
"Radiation therapy equipment, in ambulatory sector",Per million population,United States,3.5
Hospitals,Per million population,Israel,9.17
General hospitals,Per million population,Israel,4.97
"Computed Tomography scanners, total",Per million population,Israel,9.72
"Computed Tomography scanners, in hospitals",Per million population,Israel,8.73
"Computed Tomography scanners, in ambulatory sector",Per million population,Israel,0.99
"Magnetic Resonance Imaging units, total",Per million population,Israel,5.08
"Magnetic Resonance Imaging units, in hospitals",Per million population,Israel,4.64
"Magnetic Resonance Imaging units, in ambulatory sector",Per million population,Israel,0.44
"Positron Emission Tomography (PET) scanners, total",Per million population,Israel,1.55
"Positron Emission Tomography (PET) scanners, in hospitals",Per million population,Israel,1.55
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Per million population,Israel,0.0
"Gamma cameras, total",Per million population,Israel,9.17
"Gamma cameras, in hospitals",Per million population,Israel,7.29
"Gamma cameras, in ambulatory sector",Per million population,Israel,1.88
"Radiation therapy equipment, total",Per million population,Israel,4.09
"Radiation therapy equipment, in hospitals",Per million population,Israel,4.09
"Radiation therapy equipment, in ambulatory sector",Per million population,Israel,0.0
Publicly owned hospitals,Per million population,Israel,4.09
