Country,Indicator,Gender,Age Group,VAL,Value.1
Netherlands,Proportion of people 65 and over prescribed antipsychotics,Male,65 years old and over,LOW_CI,29.6
Netherlands,Proportion of people 65 and over prescribed antipsychotics,Male,65 years old and over,UP_CI,30.2
Netherlands,Elderly patients with prescription of long-term benzodiazepines or related drugs,Female,65 years old and over,NUM_MILE,22.7
Netherlands,Elderly patients with prescription of long-acting benzodiazepines or related drugs ,Female,65 years old and over,NUM_MILE,34.0
Netherlands,Proportion of people 65 and over prescribed antipsychotics,Female,65 years old and over,AS_STD_RATE_MPOP,33.4
Netherlands,Proportion of people 65 and over prescribed antipsychotics,Female,65 years old and over,LOW_CI,33.2
Netherlands,Proportion of people 65 and over prescribed antipsychotics,Female,65 years old and over,UP_CI,33.7
Netherlands,Elderly patients with prescription of long-term benzodiazepines or related drugs,Total,65 years old and over,NUM_MILE,16.8
Netherlands,Elderly patients with prescription of long-acting benzodiazepines or related drugs ,Total,65 years old and over,NUM_MILE,27.4
Netherlands,Proportion of people 65 and over prescribed antipsychotics,Total,65 years old and over,AS_STD_RATE_MPOP,31.9
Netherlands,Proportion of people 65 and over prescribed antipsychotics,Total,65 years old and over,LOW_CI,31.7
Netherlands,Proportion of people 65 and over prescribed antipsychotics,Total,65 years old and over,UP_CI,32.1
Norway,Elderly patients with prescription of long-term benzodiazepines or related drugs,Male,65 years old and over,NUM_MILE,28.2
Norway,Elderly patients with prescription of long-acting benzodiazepines or related drugs ,Male,65 years old and over,NUM_MILE,38.9
Norway,Proportion of people 65 and over prescribed antipsychotics,Male,65 years old and over,AS_STD_RATE_MPOP,30.2
Norway,Proportion of people 65 and over prescribed antipsychotics,Male,65 years old and over,LOW_CI,29.6
Norway,Proportion of people 65 and over prescribed antipsychotics,Male,65 years old and over,UP_CI,30.7
Norway,Elderly patients with prescription of long-term benzodiazepines or related drugs,Female,65 years old and over,NUM_MILE,57.0
Norway,Elderly patients with prescription of long-acting benzodiazepines or related drugs ,Female,65 years old and over,NUM_MILE,74.6
Norway,Proportion of people 65 and over prescribed antipsychotics,Female,65 years old and over,AS_STD_RATE_MPOP,42.0
Norway,Proportion of people 65 and over prescribed antipsychotics,Female,65 years old and over,LOW_CI,41.4
Norway,Proportion of people 65 and over prescribed antipsychotics,Female,65 years old and over,UP_CI,42.6
Norway,Elderly patients with prescription of long-term benzodiazepines or related drugs,Total,65 years old and over,NUM_MILE,43.6
Norway,Elderly patients with prescription of long-acting benzodiazepines or related drugs ,Total,65 years old and over,NUM_MILE,58.0
Norway,Proportion of people 65 and over prescribed antipsychotics,Total,65 years old and over,AS_STD_RATE_MPOP,37.0
Norway,Proportion of people 65 and over prescribed antipsychotics,Total,65 years old and over,LOW_CI,36.6
Norway,Proportion of people 65 and over prescribed antipsychotics,Total,65 years old and over,UP_CI,37.4
Sweden,Elderly patients with prescription of long-term benzodiazepines or related drugs,Male,65 years old and over,NUM_MILE,21.3
Sweden,Elderly patients with prescription of long-acting benzodiazepines or related drugs ,Male,65 years old and over,NUM_MILE,9.9
Sweden,Proportion of people 65 and over prescribed antipsychotics,Male,65 years old and over,AS_STD_RATE_MPOP,14.3
Sweden,Proportion of people 65 and over prescribed antipsychotics,Male,65 years old and over,LOW_CI,14.1
Sweden,Proportion of people 65 and over prescribed antipsychotics,Male,65 years old and over,UP_CI,14.6
Sweden,Elderly patients with prescription of long-term benzodiazepines or related drugs,Female,65 years old and over,NUM_MILE,34.2
Sweden,Elderly patients with prescription of long-acting benzodiazepines or related drugs ,Female,65 years old and over,NUM_MILE,13.4
Sweden,Proportion of people 65 and over prescribed antipsychotics,Female,65 years old and over,AS_STD_RATE_MPOP,17.5
Sweden,Proportion of people 65 and over prescribed antipsychotics,Female,65 years old and over,LOW_CI,17.2
Sweden,Proportion of people 65 and over prescribed antipsychotics,Female,65 years old and over,UP_CI,17.7
Sweden,Elderly patients with prescription of long-term benzodiazepines or related drugs,Total,65 years old and over,NUM_MILE,28.3
Sweden,Elderly patients with prescription of long-acting benzodiazepines or related drugs ,Total,65 years old and over,NUM_MILE,11.8
Sweden,Proportion of people 65 and over prescribed antipsychotics,Total,65 years old and over,AS_STD_RATE_MPOP,16.4
Sweden,Proportion of people 65 and over prescribed antipsychotics,Total,65 years old and over,LOW_CI,16.2
Sweden,Proportion of people 65 and over prescribed antipsychotics,Total,65 years old and over,UP_CI,16.5
Israel,Elderly patients with prescription of long-term benzodiazepines or related drugs,Male,65 years old and over,NUM_MILE,36.3
Israel,Elderly patients with prescription of long-acting benzodiazepines or related drugs ,Male,65 years old and over,NUM_MILE,15.8
Israel,Elderly patients with prescription of long-term benzodiazepines or related drugs,Female,65 years old and over,NUM_MILE,55.2
Israel,Elderly patients with prescription of long-acting benzodiazepines or related drugs ,Female,65 years old and over,NUM_MILE,21.3
Israel,Elderly patients with prescription of long-term benzodiazepines or related drugs,Total,65 years old and over,NUM_MILE,46.8
Israel,Elderly patients with prescription of long-acting benzodiazepines or related drugs ,Total,65 years old and over,NUM_MILE,18.8
Australia,Proportion of 75 years and over who are taking more than 5 medications concurrently,Male,75 years old and over,RATIO,40.3
Australia,Proportion of 75 years and over who are taking more than 5 medications concurrently,Female,75 years old and over,RATIO,40.2
Australia,Proportion of 75 years and over who are taking more than 5 medications concurrently,Total,75 years old and over,RATIO,40.2
Canada,Proportion of 75 years and over who are taking more than 5 medications concurrently,Male,75 years old and over,RATIO,47.7
Canada,Proportion of 75 years and over who are taking more than 5 medications concurrently,Female,75 years old and over,RATIO,46.0
Canada,Proportion of 75 years and over who are taking more than 5 medications concurrently,Total,75 years old and over,RATIO,46.7
Denmark,Proportion of 75 years and over who are taking more than 5 medications concurrently,Male,75 years old and over,RATIO,19.9
Denmark,Proportion of 75 years and over who are taking more than 5 medications concurrently,Female,75 years old and over,RATIO,23.7
Denmark,Proportion of 75 years and over who are taking more than 5 medications concurrently,Total,75 years old and over,RATIO,22.1
Netherlands,Proportion of 75 years and over who are taking more than 5 medications concurrently,Male,75 years old and over,RATIO,51.7
Netherlands,Proportion of 75 years and over who are taking more than 5 medications concurrently,Female,75 years old and over,RATIO,50.1
Netherlands,Proportion of 75 years and over who are taking more than 5 medications concurrently,Total,75 years old and over,RATIO,50.8
Sweden,Proportion of 75 years and over who are taking more than 5 medications concurrently,Male,75 years old and over,RATIO,43.1
Sweden,Proportion of 75 years and over who are taking more than 5 medications concurrently,Female,75 years old and over,RATIO,45.2
Sweden,Proportion of 75 years and over who are taking more than 5 medications concurrently,Total,75 years old and over,RATIO,44.3
Australia,Diabetic patients with at least one prescription of cholesterol lowering medication ,Male,All age groups,PERDIAB,80.5
Australia,Diabetic patients with prescription of first choice antihypertensive medication,Male,All age groups,PERDIAB,89.9
Australia,Patients with long-term prescription of any anticoagulating drug in combination with an oral NSAID,Male,All age groups,NUM_COAG,12.0
Australia,Total volume of antibiotics for systemic use,Male,All age groups,DDD_POP,29.0
Australia,Volume of second line antibiotics as a share of total volume,Male,All age groups,PER_ANT,15.6
Australia,Diabetic patients with at least one prescription of cholesterol lowering medication ,Female,All age groups,PERDIAB,77.0
Australia,Diabetic patients with prescription of first choice antihypertensive medication,Female,All age groups,PERDIAB,87.3
Australia,Patients with long-term prescription of any anticoagulating drug in combination with an oral NSAID,Female,All age groups,NUM_COAG,12.2
Australia,Total volume of antibiotics for systemic use,Female,All age groups,DDD_POP,34.9
Australia,Volume of second line antibiotics as a share of total volume,Female,All age groups,PER_ANT,15.7
Australia,Diabetic patients with at least one prescription of cholesterol lowering medication ,Total,All age groups,PERDIAB,79.0
Australia,Diabetic patients with prescription of first choice antihypertensive medication,Total,All age groups,PERDIAB,88.9
Australia,Patients with long-term prescription of any anticoagulating drug in combination with an oral NSAID,Total,All age groups,NUM_COAG,12.1
Australia,Total volume of antibiotics for systemic use,Total,All age groups,DDD_POP,32.2
Australia,Volume of second line antibiotics as a share of total volume,Total,All age groups,PER_ANT,15.7
Canada,Diabetic patients with at least one prescription of cholesterol lowering medication ,Male,All age groups,PERDIAB,76.6
Canada,Diabetic patients with prescription of first choice antihypertensive medication,Male,All age groups,PERDIAB,91.0
Canada,Total volume of antibiotics for systemic use,Male,All age groups,DDD_POP,12.3
Canada,Volume of second line antibiotics as a share of total volume,Male,All age groups,PER_ANT,20.3
Canada,Diabetic patients with at least one prescription of cholesterol lowering medication ,Female,All age groups,PERDIAB,69.8
Canada,Diabetic patients with prescription of first choice antihypertensive medication,Female,All age groups,PERDIAB,87.6
Canada,Total volume of antibiotics for systemic use,Female,All age groups,DDD_POP,16.0
Canada,Volume of second line antibiotics as a share of total volume,Female,All age groups,PER_ANT,17.7
Canada,Diabetic patients with at least one prescription of cholesterol lowering medication ,Total,All age groups,PERDIAB,73.8
Canada,Diabetic patients with prescription of first choice antihypertensive medication,Total,All age groups,PERDIAB,89.6
Canada,Total volume of antibiotics for systemic use,Total,All age groups,DDD_POP,14.2
Canada,Volume of second line antibiotics as a share of total volume,Total,All age groups,PER_ANT,18.8
Denmark,Diabetic patients with at least one prescription of cholesterol lowering medication ,Male,All age groups,PERDIAB,80.1
Denmark,Diabetic patients with prescription of first choice antihypertensive medication,Male,All age groups,PERDIAB,87.9
Denmark,Patients with long-term prescription of any anticoagulating drug in combination with an oral NSAID,Male,All age groups,NUM_COAG,10.3
Denmark,Total volume of antibiotics for systemic use,Male,All age groups,DDD_POP,10.5
Denmark,Volume of second line antibiotics as a share of total volume,Male,All age groups,PER_ANT,3.9
Denmark,Diabetic patients with at least one prescription of cholesterol lowering medication ,Female,All age groups,PERDIAB,77.5
Denmark,Diabetic patients with prescription of first choice antihypertensive medication,Female,All age groups,PERDIAB,82.1
Denmark,Patients with long-term prescription of any anticoagulating drug in combination with an oral NSAID,Female,All age groups,NUM_COAG,9.7
Denmark,Total volume of antibiotics for systemic use,Female,All age groups,DDD_POP,15.5
Denmark,Volume of second line antibiotics as a share of total volume,Female,All age groups,PER_ANT,2.3
Denmark,Diabetic patients with at least one prescription of cholesterol lowering medication ,Total,All age groups,PERDIAB,79.1
Denmark,Diabetic patients with prescription of first choice antihypertensive medication,Total,All age groups,PERDIAB,85.6
Denmark,Patients with long-term prescription of any anticoagulating drug in combination with an oral NSAID,Total,All age groups,NUM_COAG,10.1
Denmark,Total volume of antibiotics for systemic use,Total,All age groups,DDD_POP,13.0
Denmark,Volume of second line antibiotics as a share of total volume,Total,All age groups,PER_ANT,3.0
Netherlands,Diabetic patients with at least one prescription of cholesterol lowering medication ,Male,All age groups,PERDIAB,79.7
Netherlands,Diabetic patients with prescription of first choice antihypertensive medication,Male,All age groups,PERDIAB,82.7
Netherlands,Patients with long-term prescription of any anticoagulating drug in combination with an oral NSAID,Male,All age groups,NUM_COAG,11.3
Netherlands,Total volume of antibiotics for systemic use,Male,All age groups,DDD_POP,11.2
Netherlands,Volume of second line antibiotics as a share of total volume,Male,All age groups,PER_ANT,11.1
Netherlands,Diabetic patients with at least one prescription of cholesterol lowering medication ,Female,All age groups,PERDIAB,74.8
Netherlands,Diabetic patients with prescription of first choice antihypertensive medication,Female,All age groups,PERDIAB,75.7
Netherlands,Patients with long-term prescription of any anticoagulating drug in combination with an oral NSAID,Female,All age groups,NUM_COAG,13.1
Netherlands,Total volume of antibiotics for systemic use,Female,All age groups,DDD_POP,13.2
Netherlands,Volume of second line antibiotics as a share of total volume,Female,All age groups,PER_ANT,6.1
Netherlands,Diabetic patients with at least one prescription of cholesterol lowering medication ,Total,All age groups,PERDIAB,77.6
Netherlands,Diabetic patients with prescription of first choice antihypertensive medication,Total,All age groups,PERDIAB,79.7
Netherlands,Patients with long-term prescription of any anticoagulating drug in combination with an oral NSAID,Total,All age groups,NUM_COAG,12.1
Netherlands,Total volume of antibiotics for systemic use,Total,All age groups,DDD_POP,12.3
Netherlands,Volume of second line antibiotics as a share of total volume,Total,All age groups,PER_ANT,8.2
Norway,Diabetic patients with at least one prescription of cholesterol lowering medication ,Male,All age groups,PERDIAB,71.3
Norway,Diabetic patients with prescription of first choice antihypertensive medication,Male,All age groups,PERDIAB,83.2
Norway,Patients with long-term prescription of any anticoagulating drug in combination with an oral NSAID,Male,All age groups,NUM_COAG,10.2
Norway,Total volume of antibiotics for systemic use,Male,All age groups,DDD_POP,14.5
Norway,Volume of second line antibiotics as a share of total volume,Male,All age groups,PER_ANT,3.8
Norway,Diabetic patients with at least one prescription of cholesterol lowering medication ,Female,All age groups,PERDIAB,65.6
Norway,Diabetic patients with prescription of first choice antihypertensive medication,Female,All age groups,PERDIAB,79.8
Norway,Patients with long-term prescription of any anticoagulating drug in combination with an oral NSAID,Female,All age groups,NUM_COAG,10.7
Norway,Total volume of antibiotics for systemic use,Female,All age groups,DDD_POP,22.8
Norway,Volume of second line antibiotics as a share of total volume,Female,All age groups,PER_ANT,1.7
Norway,Diabetic patients with at least one prescription of cholesterol lowering medication ,Total,All age groups,PERDIAB,69.1
Norway,Diabetic patients with prescription of first choice antihypertensive medication,Total,All age groups,PERDIAB,81.9
Norway,Patients with long-term prescription of any anticoagulating drug in combination with an oral NSAID,Total,All age groups,NUM_COAG,10.4
Norway,Total volume of antibiotics for systemic use,Total,All age groups,DDD_POP,19.0
Norway,Volume of second line antibiotics as a share of total volume,Total,All age groups,PER_ANT,2.4
Sweden,Diabetic patients with at least one prescription of cholesterol lowering medication ,Male,All age groups,PERDIAB,74.7
Sweden,Diabetic patients with prescription of first choice antihypertensive medication,Male,All age groups,PERDIAB,87.2
Sweden,Patients with long-term prescription of any anticoagulating drug in combination with an oral NSAID,Male,All age groups,NUM_COAG,3.4
Sweden,Total volume of antibiotics for systemic use,Male,All age groups,DDD_POP,8.1
Sweden,Volume of second line antibiotics as a share of total volume,Male,All age groups,PER_ANT,6.8
Sweden,Diabetic patients with at least one prescription of cholesterol lowering medication ,Female,All age groups,PERDIAB,71.0
Sweden,Diabetic patients with prescription of first choice antihypertensive medication,Female,All age groups,PERDIAB,81.8
Sweden,Patients with long-term prescription of any anticoagulating drug in combination with an oral NSAID,Female,All age groups,NUM_COAG,3.5
Sweden,Total volume of antibiotics for systemic use,Female,All age groups,DDD_POP,10.1
Sweden,Volume of second line antibiotics as a share of total volume,Female,All age groups,PER_ANT,2.8
Sweden,Diabetic patients with at least one prescription of cholesterol lowering medication ,Total,All age groups,PERDIAB,73.3
Sweden,Diabetic patients with prescription of first choice antihypertensive medication,Total,All age groups,PERDIAB,85.1
Sweden,Patients with long-term prescription of any anticoagulating drug in combination with an oral NSAID,Total,All age groups,NUM_COAG,3.4
Sweden,Total volume of antibiotics for systemic use,Total,All age groups,DDD_POP,9.2
Sweden,Volume of second line antibiotics as a share of total volume,Total,All age groups,PER_ANT,4.4
Israel,Total volume of antibiotics for systemic use,Male,All age groups,DDD_POP,16.3
Israel,Volume of second line antibiotics as a share of total volume,Male,All age groups,PER_ANT,22.0
Israel,Total volume of antibiotics for systemic use,Female,All age groups,DDD_POP,22.8
Israel,Volume of second line antibiotics as a share of total volume,Female,All age groups,PER_ANT,26.1
Israel,Total volume of antibiotics for systemic use,Total,All age groups,DDD_POP,19.6
Israel,Volume of second line antibiotics as a share of total volume,Total,All age groups,PER_ANT,24.4
Australia,Overall volume of opioids prescribed,Male,18 years old and over,DDD_POP,26.1
Australia,Proportion of the population who are chronic opioid users,Male,18 years old and over,DDD_POP,5.6
Australia,Overall volume of opioids prescribed,Female,18 years old and over,DDD_POP,26.6
Australia,Proportion of the population who are chronic opioid users,Female,18 years old and over,DDD_POP,6.2
Australia,Overall volume of opioids prescribed,Total,18 years old and over,DDD_POP,26.3
Australia,Proportion of the population who are chronic opioid users,Total,18 years old and over,DDD_POP,6.0
Canada,Overall volume of opioids prescribed,Male,18 years old and over,DDD_POP,14.8
Canada,Proportion of the population who are chronic opioid users,Male,18 years old and over,RATIO,2.4
Canada,Overall volume of opioids prescribed,Female,18 years old and over,DDD_POP,14.4
Canada,Proportion of the population who are chronic opioid users,Female,18 years old and over,RATIO,2.8
Canada,Overall volume of opioids prescribed,Total,18 years old and over,DDD_POP,14.6
Canada,Proportion of the population who are chronic opioid users,Total,18 years old and over,RATIO,2.6
Denmark,Overall volume of opioids prescribed,Male,18 years old and over,DDD_POP,13.8
Denmark,Overall volume of opioids prescribed,Female,18 years old and over,DDD_POP,20.9
Denmark,Overall volume of opioids prescribed,Total,18 years old and over,DDD_POP,17.4
Netherlands,Overall volume of opioids prescribed,Male,18 years old and over,DDD_POP,10.3
Netherlands,Proportion of the population who are chronic opioid users,Male,18 years old and over,RATIO,1.0
Netherlands,Overall volume of opioids prescribed,Female,18 years old and over,DDD_POP,14.0
Netherlands,Proportion of the population who are chronic opioid users,Female,18 years old and over,RATIO,1.6
Netherlands,Overall volume of opioids prescribed,Total,18 years old and over,DDD_POP,12.4
Netherlands,Proportion of the population who are chronic opioid users,Total,18 years old and over,RATIO,1.3
Norway,Overall volume of opioids prescribed,Male,18 years old and over,DDD_POP,23.4
Norway,Overall volume of opioids prescribed,Female,18 years old and over,DDD_POP,29.8
Norway,Overall volume of opioids prescribed,Total,18 years old and over,DDD_POP,26.9
Sweden,Overall volume of opioids prescribed,Male,18 years old and over,DDD_POP,13.8
Sweden,Proportion of the population who are chronic opioid users,Male,18 years old and over,RATIO,1.3
Sweden,Overall volume of opioids prescribed,Female,18 years old and over,DDD_POP,16.3
Sweden,Proportion of the population who are chronic opioid users,Female,18 years old and over,RATIO,1.6
Sweden,Overall volume of opioids prescribed,Total,18 years old and over,DDD_POP,15.2
Sweden,Proportion of the population who are chronic opioid users,Total,18 years old and over,RATIO,1.5
